pos	intro
9493236	0.063037037
9588938	0.072777778
9681734	0.088
9739699	0.088
9756254	0.208074074
9759317	0.208074074
9760095	0.208555556
9801490	0.218814815
9851880	0.22237037
9852206	0.222407407
9852694	0.222111111
9854070	0.220888889
9857309	0.227333333
9859141	0.230555556
9891505	0.332185185
10031903	0.388185185
10033795	0.388185185
10228834	0.333148148
10228930	0.333
10230022	0.333148148
10230283	0.333592593
10479567	0.317518519
10483045	0.319962963
10651614	0.391814815
10656171	0.393148148
10697685	0.393259259
10768886	0.395888889
10795858	0.396851852
10877865	0.403037037
11075210	0.354185185
11332088	0.426666667
11385233	0.426666667
11389064	0.426666667
11410107	0.426666667
11412697	0.426666667
11467364	0.426666667
11536795	0.407074074
11576332	0.396518519
11824245	0.301296296
11829566	0.298740741
11885526	0.189555556
11890165	0.189555556
11916567	0.189037037
11916607	0.189037037
11916670	0.189037037
12050310	0.187148148
12082791	0.18937037
12205446	0.18937037
12222427	0.18937037
12595247	0.18937037
12606643	0.18937037
12609566	0.18937037
12777654	0.18937037
12779099	0.192888889
12782818	0.200666667
12909960	0.302296296
12932118	0.30137037
12975385	0.303962963
12975769	0.304259259
12979759	0.307
12980803	0.30737037
13126554	0.315703704
13127323	0.315555556
13130214	0.315888889
13164616	0.319592593
13164849	0.319481481
13395999	0.330740741
13396122	0.329703704
13396216	0.329703704
13396236	0.329703704
13771270	0.313814815
13814785	0.311148148
13815752	0.311148148
13947501	0.257481481
14033065	0.257481481
14036462	0.250962963
14113339	0.341925926
14125691	0.341925926
14125698	0.341925926
14125837	0.341925926
14349231	0.327074074
14378055	0.329518519
14507281	0.279740741
14522864	0.279740741
14541356	0.279740741
14573101	0.293148148
14632980	0.305407407
14685198	0.302407407
14813234	0.237555556
14814530	0.236407407
14819228	0.236851852
14827954	0.236925926
14856309	0.224111111
14857288	0.224592593
14861376	0.226666667
14931588	0.262703704
14992306	0.287148148
15044235	0.289814815
15298119	0.293555556
15298283	0.293555556
15298316	0.293555556
15298829	0.293555556
15299192	0.293555556
15529476	0.293555556
15529504	0.293592593
15531421	0.293592593
15583336	0.293592593
15583731	0.318814815
15610962	0.318814815
15611615	0.318814815
15612802	0.318814815
15612917	0.318814815
15613001	0.318814815
15616499	0.318814815
15617058	0.318814815
15670425	0.318814815
15688231	0.318814815
15693419	0.318814815
15697982	0.318814815
15827915	0.302185185
15860225	0.291481481
15938062	0.291481481
16095882	0.291481481
16128675	0.291481481
16130336	0.291481481
16135071	0.291481481
16213870	0.291481481
16233384	0.291481481
16305340	0.291481481
16305381	0.291481481
16376034	0.291481481
16376197	0.29062963
16418922	0.268148148
16440746	0.260037037
16500659	0.258740741
16604760	0.236962963
16611439	0.236962963
16612067	0.236962963
16787135	0.236962963
16790904	0.236962963
16790988	0.236962963
16843708	0.236962963
16984033	0.236962963
17158492	0.236962963
17237080	0.236962963
17327987	0.236962963
17328107	0.236962963
17328200	0.236962963
17330190	0.236962963
17334088	0.294296296
17414413	0.323555556
17414414	0.323555556
17500823	0.292
17720969	0.229925926
17829730	0.205481481
17830081	0.205481481
17830086	0.205481481
17830683	0.205481481
17983623	0.354148148
18022273	0.357481481
18117835	0.352185185
18156582	0.352185185
18156626	0.352185185
18156706	0.352185185
18209282	0.352185185
18223053	0.284592593
18573717	0.241703704
18581823	0.241703704
18584224	0.241703704
18587566	0.241703704
18587815	0.241703704
18589184	0.241703704
18590842	0.241703704
18591125	0.241703704
18591424	0.241703704
18687134	0.241703704
18687170	0.241703704
18687262	0.241703704
18794477	0.241703704
18800514	0.241703704
18810001	0.241703704
18910790	0.241703704
18912221	0.241703704
18912642	0.241703704
18912646	0.241703704
18913264	0.241703704
18916144	0.23637037
18990601	0.174444444
18990989	0.17437037
19113430	0.140925926
19127039	0.149888889
19182718	0.149888889
19328544	0.149888889
19329411	0.149888889
19330083	0.149888889
19425201	0.149888889
19433237	0.149888889
19436201	0.149888889
19437405	0.149888889
19597206	0.149888889
19601405	0.149888889
19612467	0.149888889
19612624	0.149888889
19613869	0.149888889
19615919	0.149888889
19616738	0.149888889
19859745	0.089777778
19914335	0.093888889
20054320	0.098925926
20100763	0.098925926
20102344	0.098925926
20118675	0.098925926
20189996	0.140296296
20200808	0.145148148
20408220	0.168
20506680	0.168
20512322	0.172888889
20547338	0.201407407
20736308	0.186111111
20737745	0.186111111
20738948	0.186111111
20739200	0.186111111
20739533	0.186111111
20741621	0.184851852
20773159	0.106037037
20773264	0.106037037
20906454	0.144740741
20908605	0.144740741
21136656	0.144740741
21137007	0.144740741
21137817	0.144740741
21138423	0.144740741
21220943	0.144740741
21430868	0.346148148
21583807	0.352888889
21585468	0.352740741
21667156	0.352740741
21670706	0.352740741
21673420	0.352740741
21820662	0.352740741
21905131	0.253407407
21911830	0.253407407
21912239	0.253407407
21913383	0.253407407
21914169	0.253407407
21914608	0.253407407
21914693	0.253407407
21959310	0.252777778
22142582	0.232703704
22206347	0.232703704
22329707	0.232703704
22329724	0.232703704
22329824	0.232703704
22329916	0.232703704
22360895	0.232703704
22526142	0.232703704
22526835	0.227296296
22530923	0.229481481
22552328	0.221777778
22553353	0.22237037
22553686	0.222407407
22554719	0.226037037
22557970	0.233407407
22561063	0.233407407
22614767	0.233407407
22623792	0.233481481
22624264	0.234148148
22707921	0.278148148
22712785	0.273481481
22836106	0.234555556
22836203	0.23462963
22842097	0.232925926
22958737	0.18637037
22979589	0.168851852
22979750	0.168888889
22981306	0.168592593
22981553	0.169185185
23072527	0.176037037
23072904	0.176037037
23142463	0.176037037
23157987	0.176037037
23162796	0.176037037
23190139	0.176037037
23380413	0.158185185
23426703	0.14262963
23523733	0.110481481
23524571	0.110037037
23727148	0.118740741
23789252	0.118740741
23846247	0.118740741
23846399	0.118740741
23904621	0.118740741
23907131	0.118740741
23907274	0.118740741
23947893	0.118740741
24060995	0.118740741
24112689	0.118740741
24187210	0.136333333
24209116	0.386111111
24417533	0.386111111
24418901	0.386111111
24419827	0.386111111
24422465	0.386111111
24687113	0.418074074
24764275	0.386481481
24764526	0.386481481
24764576	0.386481481
24764627	0.386481481
24904110	0.386481481
24909405	0.386481481
24909625	0.386481481
24909766	0.386481481
24977657	0.386481481
24977720	0.386481481
24977789	0.386481481
24977811	0.386481481
24979001	0.386481481
24979056	0.386481481
24979278	0.386481481
25211311	0.386481481
25211444	0.386481481
25251372	0.386481481
25326182	0.386481481
25326332	0.386481481
25326618	0.386481481
25327117	0.386481481
25336734	0.386481481
25399284	0.386481481
25463955	0.386481481
25639678	0.386481481
25662545	0.386481481
25742390	0.386481481
25789256	0.386481481
25797161	0.386481481
25980610	0.386481481
26129934	0.335777778
26373200	0.141814815
26399454	0.141814815
26400589	0.140407407
26403314	0.13737037
26426951	0.108777778
26501203	0.015740741
26508629	0.015740741
26512431	0.015740741
26613656	0.015740741
26613664	0.015740741
26614895	0.015814815
26684552	0.019925926
26821163	0.023148148
26833607	0.022888889
26844695	0.022814815
26861674	0.022555556
26914157	0.020111111
27018649	0.02262963
27019495	0.022740741
27021852	0.023111111
27180941	0.050333333
27256705	0.058037037
27418086	0.068814815
27454809	0.071777778
27455130	0.071777778
28027491	0.050444444
28094456	0.04637037
28120439	0.044444444
28121776	0.044333333
28122307	0.044185185
28123397	0.044259259
28124580	0.044592593
28324751	0.067111111
28350977	0.068555556
28830691	0.086
28831779	0.086148148
28832601	0.086148148
28833973	0.086148148
28834097	0.086148148
28836464	0.086222222
28921405	0.079444444
28984241	0.071703704
28985737	0.071666667
29117019	0.071444444
29124859	0.070962963
29125239	0.071
29127471	0.070851852
29151318	0.068222222
29151376	0.068222222
29164960	0.064333333
29169121	0.050259259
29170616	0.050259259
29170943	0.050259259
29206762	0.050259259
29335471	0.050259259
29344963	0.050259259
29348922	0.050259259
29349094	0.050259259
29360539	0.050259259
29561724	0.050259259
29793850	0.050259259
29793972	0.050259259
29793985	0.050259259
30199190	0.04137037
30430665	0.030888889
30431794	0.030888889
30474447	0.030888889
30651174	0.030888889
30652655	0.030851852
30682551	0.030851852
30766434	0.030851852
30769002	0.030851852
30929128	0.030851852
30932779	0.030851852
30933027	0.030851852
30948899	0.030851852
30948920	0.030851852
30949186	0.030851852
30950884	0.030851852
30951338	0.030851852
30954287	0.030851852
31004832	0.030851852
31060164	0.030851852
31060531	0.030851852
31062683	0.030851852
31062953	0.030851852
31065124	0.030851852
31070640	0.030851852
31101768	0.058111111
31101998	0.058111111
31102098	0.058111111
31108073	0.058111111
31245730	0.166222222
31256004	0.170296296
31306276	0.157481481
31578260	0.088074074
31614145	0.088074074
31676390	0.088074074
31713714	0.088074074
31844172	0.072666667
32055291	0.053
32060494	0.05262963
32060613	0.05262963
32142154	0.049518519
32165780	0.048111111
32232884	0.044148148
32244577	0.044148148
32244946	0.044148148
32245737	0.044148148
32245757	0.044148148
32245929	0.044148148
32249144	0.044148148
32250518	0.044148148
32250611	0.044148148
32497909	0.044148148
32530097	0.044148148
32530819	0.044148148
32605073	0.044148148
32664846	0.044148148
32689215	0.044148148
32791915	0.057222222
32812132	0.057222222
32813841	0.057222222
33116017	0.057222222
33119560	0.057222222
33119826	0.057222222
33120348	0.057222222
33361597	0.072740741
33429862	0.081259259
33434025	0.081259259
33438146	0.081259259
33438817	0.081259259
33694902	0.081259259
33697288	0.081259259
33699741	0.082259259
33821281	0.122592593
34019505	0.162592593
34019511	0.162592593
34054874	0.177851852
34055155	0.177851852
34080890	0.177851852
34223553	0.177851852
34264330	0.177851852
34264401	0.177851852
34298593	0.177851852
34335288	0.177851852
34554924	0.177851852
34557833	0.177851852
34653156	0.177851852
34653838	0.177851852
34801222	0.191333333
34802724	0.191333333
34874869	0.191333333
34901943	0.191333333
34957602	0.243296296
35133733	0.302592593
35216489	0.290148148
35218212	0.288333333
35219080	0.288333333
35272230	0.288333333
35542248	0.259740741
35543181	0.25962963
35547172	0.258740741
35548887	0.258740741
35552007	0.258740741
35576322	0.258740741
35577441	0.258740741
35624968	0.258740741
35625376	0.258740741
35626100	0.258740741
35762391	0.257851852
35918682	0.226740741
35985028	0.197185185
36029293	0.172703704
36048410	0.163888889
36124942	0.163888889
36210640	0.163888889
36305896	0.163888889
36310096	0.158814815
36317514	0.151481481
36409404	0.151777778
36418363	0.151037037
36483519	0.147037037
36495378	0.147814815
36516253	0.149925926
36517049	0.150074074
36545089	0.153148148
36727660	0.181222222
36727681	0.181222222
36766005	0.186888889
36881547	0.203296296
36882164	0.203296296
36905691	0.276777778
36907827	0.280888889
36907879	0.281074074
36931185	0.294851852
37014092	0.294851852
37022456	0.105407407
37022582	0.105407407
37022660	0.105407407
37023868	0.105407407
37023932	0.105407407
37023987	0.105407407
37098309	0.105407407
37101516	0.065518519
37102610	0.065518519
37107792	0.065518519
37230464	0.065518519
37258811	0.065518519
37297639	0.059296296
37321044	0.05862963
37344817	0.057814815
37348608	0.057777778
37388809	0.057259259
37388846	0.057259259
37442837	0.055814815
37456915	0.056444444
37457026	0.056444444
37570519	0.058888889
37594885	0.05837037
37597132	0.058592593
37762885	0.059925926
37937180	0.049814815
38022745	0.043333333
38027084	0.043074074
38028705	0.043333333
38029418	0.043518519
38067335	0.048185185
38236003	0.068148148
38286376	0.073666667
38286974	0.073666667
38292474	0.073185185
38292608	0.073185185
38335040	0.073185185
38571769	0.073185185
38725625	0.073185185
38801454	0.067592593
38939330	0.064740741
38955910	0.064740741
39093058	0.064740741
39139187	0.064740741
39243694	0.064740741
39245835	0.064740741
39327424	0.064740741
39327831	0.064740741
39328760	0.064740741
39331799	0.066
39542254	0.203592593
39546678	0.203592593
39596039	0.203592593
39600457	0.203592593
39604275	0.203592593
39779729	0.203592593
39780956	0.203592593
39787416	0.203592593
39794414	0.203592593
39795604	0.203592593
39795895	0.203592593
39797176	0.203592593
39973955	0.203592593
39979502	0.203592593
40157949	0.203592593
40343504	0.203592593
40344799	0.203592593
40348572	0.203592593
40351711	0.203592593
40354984	0.203592593
40355512	0.378703704
40391167	0.187111111
40688441	0.187111111
40691294	0.187111111
40692843	0.187111111
40699977	0.187111111
40718793	0.187111111
40810532	0.187111111
40810953	0.187111111
41028698	0.187111111
41032807	0.187111111
41182099	0.187111111
41239571	0.187111111
41356976	0.187111111
41372018	0.187111111
41672606	0.187111111
41673407	0.187111111
41784205	0.187111111
41784234	0.187111111
41787301	0.187111111
41839551	0.187111111
41846128	0.286481481
41851034	0.989666667
41851796	0.989666667
41894586	0.989666667
41957827	0.989666667
42102188	0.989666667
42141036	0.989666667
42141062	0.989666667
42150809	0.989666667
42257485	0.989666667
42261354	0.989666667
42399786	0.989666667
42591281	0.989666667
42633543	0.989666667
42636565	0.989666667
42641091	0.989666667
42768787	0.989666667
42819015	0.989666667
42915732	0.989666667
42920307	0.989666667
43055987	0.989666667
43056149	0.989666667
43056330	0.989666667
43057192	0.989666667
43167149	0.989666667
43171700	0.989666667
43188296	0.989666667
43233005	0.989666667
43280755	0.989666667
43589685	0.989666667
43590080	0.989666667
43591822	0.989666667
43643022	0.989666667
43643367	0.989666667
43653115	0.989666667
43653282	0.989666667
43657512	0.989666667
43657542	0.989666667
43657563	0.989666667
43660074	0.989666667
43828360	0.989666667
43969748	0.989666667
43970998	0.989666667
43972229	0.989666667
43972261	0.989666667
43972578	0.989666667
44182524	0.989666667
44455301	0.989666667
44504375	0.989666667
44582158	0.10762963
44582257	0.10762963
44750058	0.10762963
44751539	0.10762963
44812390	0.10762963
44954006	0.131037037
44957920	0.131481481
44958563	0.131481481
44958727	0.131481481
44958794	0.131481481
44958837	0.131481481
45124500	0.131481481
45262948	0.131481481
45263191	0.131481481
45266586	0.55337037
45269357	0.55337037
45273702	0.55337037
45669809	0.55337037
45669922	0.55337037
45768625	0.55337037
45770385	0.55337037
45846077	0.55337037
45846945	0.55337037
45847149	0.55337037
45848866	0.55337037
45849607	0.55337037
46042798	0.55337037
46056372	0.55337037
46156027	0.55337037
46166309	0.55337037
46168821	0.695703704
46169336	0.548555556
46246304	0.548555556
46326808	0.548555556
46327268	0.548555556
46359537	0.548555556
46423649	0.548555556
46540094	0.548555556
46621485	0.548555556
46864314	0.548555556
46864345	0.548555556
46934488	0.548555556
46935396	0.548555556
46936174	0.548555556
47001622	0.548555556
47199091	0.548555556
47327131	0.548555556
47452705	0.548555556
47455062	0.548555556
47513765	0.548555556
47535719	0.548555556
47537421	0.548555556
47537552	0.548555556
47591749	0.548555556
47591777	0.548555556
47592586	0.548555556
47592757	0.548555556
47592808	0.548555556
47592972	0.548555556
47593005	0.548555556
47593107	0.548555556
47593487	0.548555556
47874425	0.548555556
48658967	0.548555556
48874936	0.625222222
49413636	0.814925926
49444626	0.834740741
49446040	0.834740741
49451343	0.834740741
49552166	0.834740741
49918126	0.834740741
49919717	0.834740741
50088008	0.834740741
50097110	0.834740741
50097552	0.834740741
50097612	0.834740741
50100852	0.834740741
50100984	0.834740741
50101530	0.834740741
50156713	0.834740741
50157607	0.834740741
50157636	0.834740741
50159391	0.834740741
50313270	0.834740741
50315060	0.834740741
50336184	0.834740741
50758632	0.834740741
50780080	0.834740741
50854658	0.834740741
50858102	0.834740741
50858273	0.834740741
50858329	0.834740741
50858415	0.834740741
51259393	0.834740741
51260421	0.834740741
51297812	0.834740741
51300012	0.834740741
51462642	0.834740741
51868490	0.834740741
52014857	0.834740741
52015142	0.834740741
52016633	0.834740741
52095744	0.834740741
52098226	0.834740741
52861388	0.834740741
52899442	0.834740741
52900089	0.834740741
52921489	0.834740741
52941976	0.834740741
53079579	0.834740741
53080122	0.834740741
53080886	0.834740741
53193654	0.834740741
53193887	0.834740741
53441477	0.834740741
53441525	0.834740741
53445466	0.834740741
53445616	0.834740741
53675043	0.834740741
53678226	0.834740741
53922083	0.834740741
53959648	0.834740741
53961224	0.834740741
53961339	0.834740741
53961719	0.834740741
53961975	0.834740741
53962011	0.834740741
53965837	0.834740741
54043545	0.834740741
54100010	0.834740741
54100264	1.225
54102168	0.885925926
54102865	0.885925926
54127404	0.885925926
54330863	0.885925926
54423314	0.885925926
54509254	0.885925926
54543285	0.885925926
54552245	0.885925926
54847165	0.885925926
54918663	0.885925926
55004212	0.885925926
55047396	0.885925926
55047492	0.885925926
55082873	0.885925926
55083429	0.885925926
55083585	0.885925926
55084097	0.885925926
55391827	0.885925926
55392018	0.885925926
55730740	0.885925926
55862084	0.885925926
55914303	0.885925926
56028616	0.885925926
56061526	0.885925926
56152301	0.885925926
56152339	0.885925926
56309236	0.885925926
56310483	0.885925926
56312802	0.806925926
56532830	0.395222222
56533267	0.395222222
56646908	0.252703704
56647113	0.249592593
56742000	0.208851852
56858676	0.153111111
56859957	0.153111111
56860202	0.153111111
56860270	0.153111111
56860597	0.153111111
56860849	0.153111111
56970393	0.093666667
56970772	0.093666667
57011656	0.093666667
57013552	0.093666667
57159304	0.093666667
57373929	0.093666667
57374005	0.093666667
57394625	0.093666667
57571231	0.093703704
57591728	0.096444444
57876292	0.075444444
57945562	0.082555556
57945618	0.082555556
57945639	0.082555556
57945896	0.082555556
57946388	0.089407407
57947159	0.095666667
58033711	0.73762963
58033932	0.73762963
58610280	0.73762963
58956443	0.73762963
58956482	0.73762963
58957188	0.73762963
58957933	0.73762963
58957964	0.73762963
58958602	0.73762963
58959782	0.73762963
58960129	0.73762963
58976890	0.73762963
59036465	0.73762963
59065795	0.73762963
59069101	0.73762963
59188746	0.73762963
59295494	0.73762963
59295529	0.73762963
59940585	0.73762963
59940810	0.73762963
60019769	0.73762963
60019858	0.73762963
60023095	0.73762963
60023545	0.73762963
60031666	0.73762963
60175068	0.73762963
60175750	0.73762963
60240871	0.73762963
60359944	0.73762963
60367621	0.73762963
60767113	0.73762963
60768953	0.73762963
60805379	0.73762963
60807680	0.73762963
60809163	0.73762963
60810479	0.73762963
60811063	0.73762963
60811456	0.73762963
60812088	0.73762963
60815127	0.73762963
60823089	0.73762963
60830183	0.73762963
60845608	0.754444444
61045339	0.717111111
61410775	0.717111111
61411237	0.717111111
61413789	0.717111111
61723150	0.717111111
61723832	0.717111111
62218127	1.158814815
62224676	1.174185185
62310245	1.174185185
62336000	1.174185185
62337712	1.174185185
62338149	1.174185185
62353542	1.174185185
62384736	1.174185185
62566899	1.174185185
62567488	1.174185185
62568928	1.174185185
62569955	1.174185185
62570276	1.174185185
62570806	1.174185185
62573079	1.174185185
62573400	1.174185185
62695446	1.174185185
62787415	1.174185185
62788813	1.174185185
62862968	1.174185185
62863214	1.174185185
62863368	1.174185185
63091206	1.174185185
63275732	1.174185185
63282774	1.174185185
63428931	1.174185185
63824015	1.174185185
63825919	1.174185185
64101617	1.174185185
64113840	1.174185185
64114082	1.174185185
64114169	1.174185185
64114350	1.174185185
64114986	1.174185185
64778738	1.174185185
65261924	1.174185185
65263401	1.174185185
65264712	1.174185185
65264739	1.174185185
65266945	1.174185185
65267185	1.174185185
65279442	1.174185185
65306322	1.174185185
65519789	1.174185185
65552738	1.174185185
65597807	1.174185185
65598191	1.174185185
65599286	1.174185185
65673332	1.174185185
65674020	1.174185185
65674053	1.174185185
65677064	1.174185185
65695037	1.174185185
65742017	1.174185185
65742716	1.174185185
65744243	1.174185185
65745889	1.174185185
65747970	1.174185185
65751154	1.174185185
65751272	1.174185185
65751317	1.174185185
65820322	1.174185185
65820374	1.174185185
65820699	1.174185185
65821931	1.174185185
65825003	1.174185185
65958274	1.174185185
65958745	1.174185185
65958997	1.174185185
65959860	1.174185185
65962633	1.174185185
66255676	1.174185185
66285313	1.174185185
66286010	1.174185185
66559353	1.174185185
66619001	1.174185185
66700627	1.174185185
66730691	1.174185185
66730855	1.174185185
66731826	1.174185185
66732084	1.174185185
66732444	1.174185185
66855138	1.057074074
66899035	1.017518519
66909481	1.017518519
66931463	1.017518519
66934880	1.017518519
66935808	1.017518519
66935938	1.017518519
66935940	1.017518519
67020744	1.768074074
67020847	1.768074074
67021399	1.783185185
67022707	1.879222222
67023479	1.883222222
67023548	1.883222222
67098329	1.883222222
67143927	1.883222222
67146405	1.883222222
67304988	1.883222222
67343049	1.883222222
67493143	1.883222222
67493191	1.883222222
67493572	1.883222222
67494861	1.883222222
67638977	1.883222222
67651533	1.883222222
67655338	1.883222222
67655446	1.883222222
67662734	1.883222222
67678951	1.883222222
67740234	1.883222222
67946580	1.883222222
67948876	1.883222222
67948932	1.883222222
67970237	1.883222222
67970375	1.883222222
68066180	1.883222222
68069146	1.883222222
68110575	1.883222222
68182921	1.883222222
68235148	1.883222222
68237505	1.883222222
68246254	1.883222222
68246384	1.883222222
68323261	1.883222222
68369212	1.883222222
68402575	1.883222222
68413931	1.883222222
68507052	1.883222222
68507384	1.883222222
68648729	1.883222222
68748698	1.883222222
68794714	1.883222222
69286909	1.883222222
69288185	1.883222222
69288240	1.883222222
69339398	1.883222222
69395482	1.883222222
69402042	1.883222222
69471262	1.883222222
69781792	1.883222222
69846049	1.883222222
69920247	1.883222222
69921655	1.883222222
69923630	1.883222222
69998251	1.883222222
70069306	1.883222222
70124654	1.883222222
70602056	1.883222222
70634320	1.883222222
70635677	1.883222222
70700240	1.883222222
70700843	1.883222222
70839802	1.883222222
70841662	1.883222222
70842760	1.883222222
70846856	1.883222222
70957703	1.883222222
71056360	1.883222222
71152640	1.883222222
71213611	1.883222222
71214097	1.883222222
71214123	1.883222222
71214970	1.883222222
71215108	1.883222222
71275588	1.883222222
71572549	1.883222222
71631800	1.883222222
71635933	1.883222222
71640085	1.883222222
71640218	1.883222222
71640363	1.883222222
71641431	1.883222222
71704923	1.883222222
71986628	0.408962963
71987883	0.408962963
71988105	0.408962963
72052785	0.408962963
72052851	0.408962963
72053304	0.408962963
72053403	0.408962963
72053665	0.408962963
72053940	0.408962963
72053961	0.408962963
72068029	0.408962963
72166609	0.329740741
72244070	0.259555556
72568848	0.195444444
72580240	0.195444444
72658801	0.195444444
72817955	0.195444444
72818139	0.195444444
72846656	0.196
72851582	0.195851852
72852208	0.195851852
72852261	0.195851852
72852564	0.195851852
72948025	0.151259259
72950437	0.15062963
72950539	0.15062963
73093809	0.15062963
73367184	0.15062963
73367835	0.15062963
73421398	0.15062963
73422080	0.15062963
73606258	0.15062963
73608860	0.15062963
73747626	0.15062963
73771994	0.15062963
73772290	0.15062963
73772342	0.15062963
73773182	0.15062963
73779323	0.15062963
74210513	0.15062963
74266405	0.15062963
74306629	0.15062963
74320304	0.15062963
74359624	0.15062963
74410987	0.15062963
74413043	0.15062963
74457278	0.192888889
74457969	0.193925926
74595207	0.193925926
74595778	0.289111111
74595843	0.289111111
74596027	0.289111111
74638996	0.289111111
74696976	0.289111111
75230995	0.289111111
75389763	0.289111111
75504210	0.289111111
75508334	0.527888889
75633216	0.527888889
75675612	0.527888889
75676061	0.527888889
75695585	0.527888889
76330176	0.527888889
76330318	0.527888889
76330390	0.527888889
76330711	0.527888889
76331047	0.527888889
76331441	0.527888889
76385229	0.527888889
76665567	0.527888889
76779637	0.527888889
77010171	0.527888889
77010754	0.527888889
77011405	0.527888889
77013224	0.527888889
77013339	0.527888889
77013410	0.527888889
77207732	0.527888889
77210739	0.527888889
77212732	0.527888889
77361014	0.527888889
77361662	0.527888889
77393053	0.527888889
77449015	0.527888889
77450876	0.527888889
77451540	0.527888889
77480870	0.527888889
77610176	0.527888889
77614203	0.527888889
77619595	0.527888889
77698907	0.527888889
77732095	0.527888889
77783918	0.527888889
77982673	0.527888889
78256980	0.527888889
78259697	0.527888889
78319323	0.527888889
78545218	0.527888889
78613158	0.527888889
78613543	0.527888889
78658830	0.527888889
78778299	0.527888889
78778758	0.527888889
78779051	0.527888889
78827697	0.443
79001722	0.324888889
79005159	0.322814815
79069401	0.301777778
79073318	0.300962963
79104916	0.297074074
79104970	0.297074074
79157386	0.291407407
79157740	0.291111111
79449223	0.242888889
79587040	0.241074074
79589466	0.241074074
79590096	0.241074074
79759242	0.241074074
79759326	0.241111111
79841743	0.240925926
79917109	0.240925926
79974696	0.240925926
80072367	0.240925926
80074947	0.240925926
80074977	0.240925926
